ID,Upvotes
366953,373.5426576526285
71864,237.54597141006587
141692,174.69688752170322
316833,-95.74657411423073
440445,673.8345067341716
3514,-297.26393771039307
331420,-166.60902622388164
406540,610.1933211858736
227379,-59.25734872369014
331687,-427.1662646660554
32784,-428.4802996766274
470377,136.64424031484958
338103,-237.64016184601752
29883,2633.143919555896
218228,21.53539098087475
70945,9277.693752897494
14328,-239.55900489510813
259947,52.380818654893005
346378,1146.6017349334124
384621,-534.7009815899797
425418,-60.27956119079522
131224,166.4031193121184
365408,-200.77503063041652
218626,-427.0510242017895
331722,-268.3298402869126
310969,-430.71150847486285
307391,527.1593896222248
14072,281.2221128355372
238694,-461.3726020596063
213841,-356.7855287382347
165258,433.8040347194938
123606,-313.60727595574554
214062,132.9297155963498
279450,849.696060114846
178546,-439.18091777525467
358455,-164.87236181919553
386308,-214.5043752007282
155592,-180.91157416885045
200090,-187.73847106841126
127308,-285.909203583769
449766,50.05820611499081
223688,8175.142062429084
442443,-406.0611144200715
451259,687.0674816523292
87024,-426.6864589964497
207529,227.68961761246413
196568,-369.93428656406934
38258,5501.609288763292
387275,-427.84759354773297
86152,-427.9277494865128
302142,280.56454796288534
401268,705.6254454598729
307187,-242.72664157486216
252388,-379.91868653750885
844,-247.5943410855255
105707,143.36567521566576
230309,2330.40886142001
362573,-159.474317964104
173751,532.1760235095792
349049,-475.6441576891925
310466,-124.83607592197313
205786,683.178415926438
208358,-400.25848577759433
440214,-109.82895210257834
41343,-368.12380654570546
427741,320.9152198759021
355001,214.32694809515016
137708,-318.2153737783487
146326,689.1936652307604
220889,-268.1032810644942
205742,1771.4904444714616
28737,-337.17136491100433
292474,-470.8283296541922
349149,-422.7512971416827
46230,-447.0839231153069
303160,-240.29062801138832
292638,970.8968448897076
210116,-333.54861216889645
55900,-431.86664043796793
91135,-328.0095018496134
452177,757.0922285152328
170628,-222.006989010894
237099,172.69024104202356
166022,-275.4018503145182
175687,-307.60641755047527
392847,-383.65460138244674
454964,-480.7097357132624
259259,-268.6509017976212
289148,185.41471882908724
311134,-144.07064861450905
62551,1981.1568562082875
336258,-389.2155255202032
468049,-219.57160772906653
22189,-334.5528630386111
264888,99.15492833003196
451615,457.285049191573
85004,-264.32171256327376
375246,208.41851109585576
60204,-307.65705199905284
126097,-383.33295829684266
182425,5366.86658318692
449937,92.64889912058436
442637,15526.001484748998
378184,-293.247023528632
357584,299.15683958293033
383054,105.14916399498094
299871,-296.54725324812205
152764,-240.89284431597025
22064,-320.6081085462763
416791,-268.33780020364327
440686,352.04090226050033
44537,-491.4220984758897
80203,-263.78516950506287
81726,-286.32355767679576
440068,178.96191633149664
109276,-495.9866217993572
120567,-246.22345575466562
169520,729.0386890007969
84443,-435.2318207003589
139139,-226.68870298917963
346145,333.6401666037686
75219,-506.37299609674216
244042,255.99903410676217
6992,-390.4513726304388
337741,-365.3062718785801
20091,1277.4137268751333
420761,-15.346797791209951
101501,-443.51902999371356
408598,1007.8710876991292
306979,-372.351789614635
50260,-295.3457763226677
21088,-311.9492562649638
462951,-376.4235904053228
196903,-210.61984748943536
155361,64.76022179083071
51756,-353.0277292402868
192022,-403.15637123609173
384071,-379.35395488950275
173305,1053.805331477425
56449,-510.90783947017167
172164,-532.0022720302876
341063,-731.0120818542082
431990,-99.20270553297294
342757,-152.83755379189756
335181,-449.27305123512275
121613,-352.65121734625
40216,-92.06714065614543
116940,2121.0774078483955
351719,-463.69901969386854
436421,-260.27667354894317
173164,-302.143427527484
362350,-193.60568606841613
357892,799.373167951233
335957,-95.38069354230302
192010,-431.7177801748845
407412,-279.5959580708122
19359,-449.06526848648815
82078,902.9788637320357
375709,2098.327082722274
122137,-409.7032051444333
244661,1192.7878539294513
434900,1511.2091567903
54220,-419.8160937688672
425162,503.884538075756
453118,-126.75703432734659
373873,-396.59814332402976
238415,695.7579114495627
53501,-117.45699990866575
67918,-311.99959942762956
68982,-450.28533006996224
81980,347.23421343201704
332015,212.86645216972198
171470,-423.29030505974674
24209,-320.0867579973642
396455,548.2151059282962
236372,-526.9142146639533
29062,333.23104205563897
248733,-197.56409262463688
43097,-419.6417837061408
401490,-101.95496137628723
181282,100.46730244336521
285264,-167.54536236111494
386230,-460.551176234875
262238,45.06263636642319
226323,-22.01165557975122
224589,200.6987088011819
61,-428.313772966243
120331,-340.881133754063
59519,-289.657029752172
263459,670.0299915618987
188774,1862.2376137270721
157423,-347.1741765185309
204323,694.9357246102902
94807,-445.6128864573269
130112,-402.21980677029535
298030,551.3255213417326
361994,-307.75226128317496
242867,440.70687944386015
345301,-422.6054213122608
404296,-432.8580285401607
403325,-261.4171871358477
78570,81.54405242877266
247119,-223.70272822396268
433907,3968.620468979073
51709,-437.4988695762346
256743,-492.00494282423807
132448,241.2814489278539
429148,-342.79238716932207
384840,-514.7108397311405
434864,458.39813285894917
317954,336.59685685595883
452061,-364.2360030628004
85212,-226.31129208633928
373284,-61.286557700140634
284208,1498.5370392534896
233976,378.31965095168806
105691,1531.3488426087029
375077,114.47335006120693
26720,-151.18484176793345
70683,681.9808442791432
281194,-6.710809287357563
390953,983.4994838647729
59608,3713.1433063409395
341707,-545.7183460316028
403654,-223.07131376119386
209246,-85.60031375668765
295413,1.141244976095095
379392,8224.532054858444
261533,-142.47009574096515
130134,-458.48587316141516
137990,93.8607756934199
413320,962.8362687979127
468459,168.5264503255471
189150,-377.0917416554832
381154,-405.34715048731516
373043,-428.40942980905805
231677,10724.08408771133
438093,157.55116437707545
443706,59.75562969576197
230906,-249.65657774422567
138183,-350.1529131399579
78231,-220.80230780744873
70795,-455.2564820148925
283674,-243.06920874425094
144543,-360.25875731016515
213929,-406.0327476373309
458437,1079.177392337475
279629,-176.5555239511779
284422,-379.19618483404383
29532,-346.81401650198956
409963,-13.437883842081305
325099,706.5357913366558
409635,988.5853540033575
18156,-320.13530574864416
355380,-430.4603482231274
412081,1138.0559165300863
